run_id,run_name,algorithm,metric,metric_group,step,value,timestamp,time
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,80000,1047.34,1779788855276,2026-05-26T09:47:35.276000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,160000,1827.6,1779789301268,2026-05-26T09:55:01.268000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,240000,1040.82,1779789818320,2026-05-26T10:03:38.320000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,320000,843.48,1779790118299,2026-05-26T10:08:38.299000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,400000,710.24,1779790505269,2026-05-26T10:15:05.269000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,480000,576.78,1779790761329,2026-05-26T10:19:21.329000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,560000,658.8,1779791120091,2026-05-26T10:25:20.091000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,640000,556.96,1779791371148,2026-05-26T10:29:31.148000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,720000,861.22,1779791776444,2026-05-26T10:36:16.444000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,800000,890.2,1779792078764,2026-05-26T10:41:18.764000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,880000,712.32,1779792494715,2026-05-26T10:48:14.715000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,960000,713.76,1779792776756,2026-05-26T10:52:56.756000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,1040000,644.74,1779793173954,2026-05-26T10:59:33.954000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,1120000,694.98,1779793447966,2026-05-26T11:04:07.966000+00:00
5fa5db126e88427383220227ca6e3488,DQN_Run_20260526_094201,DQN,eval/mean_ep_length,eval,1200000,871.66,1779793876328,2026-05-26T11:11:16.328000+00:00
